0.000000000000000000e+00	1.000000000000000000e+00	2.127759999999999808e-03	0.000000000000000000e+00
1.000000000000000000e+00	2.000000000000000000e+00	7.780689999999999829e-03	0.000000000000000000e+00
2.000000000000000000e+00	3.000000000000000000e+00	1.352489999999999942e-02	0.000000000000000000e+00
3.000000000000000000e+00	4.000000000000000000e+00	1.784960000000000019e-02	0.000000000000000000e+00
4.000000000000000000e+00	5.000000000000000000e+00	2.061680000000000110e-02	0.000000000000000000e+00
5.000000000000000000e+00	6.000000000000000000e+00	2.215040000000000064e-02	0.000000000000000000e+00
6.000000000000000000e+00	7.000000000000000000e+00	2.279679999999999901e-02	0.000000000000000000e+00
7.000000000000000000e+00	8.000000000000000000e+00	2.284699999999999925e-02	0.000000000000000000e+00
8.000000000000000000e+00	9.000000000000000000e+00	2.250270000000000048e-02	0.000000000000000000e+00
9.000000000000000000e+00	1.000000000000000000e+01	2.190339999999999995e-02	0.000000000000000000e+00
1.000000000000000000e+01	1.100000000000000000e+01	2.114720000000000141e-02	0.000000000000000000e+00
1.100000000000000000e+01	1.200000000000000000e+01	2.030210000000000001e-02	0.000000000000000000e+00
1.200000000000000000e+01	1.300000000000000000e+01	1.951999999999999916e-02	0.000000000000000000e+00
1.300000000000000000e+01	1.400000000000000000e+01	1.873139999999999875e-02	0.000000000000000000e+00
1.400000000000000000e+01	1.500000000000000000e+01	1.792320000000000024e-02	0.000000000000000000e+00
1.500000000000000000e+01	1.600000000000000000e+01	1.711369999999999905e-02	0.000000000000000000e+00
1.600000000000000000e+01	1.700000000000000000e+01	1.631530000000000133e-02	0.000000000000000000e+00
1.700000000000000000e+01	1.800000000000000000e+01	1.553679999999999992e-02	0.000000000000000000e+00
1.800000000000000000e+01	1.900000000000000000e+01	1.478289999999999986e-02	0.000000000000000000e+00
1.900000000000000000e+01	2.000000000000000000e+01	1.405829999999999927e-02	0.000000000000000000e+00
2.000000000000000000e+01	2.100000000000000000e+01	1.336430000000000083e-02	0.000000000000000000e+00
2.100000000000000000e+01	2.200000000000000000e+01	1.270169999999999980e-02	0.000000000000000000e+00
2.200000000000000000e+01	2.300000000000000000e+01	1.207100000000000013e-02	0.000000000000000000e+00
2.300000000000000000e+01	2.400000000000000000e+01	1.147160000000000020e-02	0.000000000000000000e+00
2.400000000000000000e+01	2.500000000000000000e+01	1.090340000000000059e-02	0.000000000000000000e+00
2.500000000000000000e+01	2.600000000000000000e+01	1.036420000000000050e-02	0.000000000000000000e+00
2.600000000000000000e+01	2.700000000000000000e+01	9.853799999999999365e-03	0.000000000000000000e+00
2.700000000000000000e+01	2.800000000000000000e+01	9.370929999999999538e-03	0.000000000000000000e+00
2.800000000000000000e+01	2.900000000000000000e+01	8.913930000000000464e-03	0.000000000000000000e+00
2.900000000000000000e+01	3.000000000000000000e+01	8.481529999999999278e-03	0.000000000000000000e+00
3.000000000000000000e+01	3.100000000000000000e+01	8.072789999999999827e-03	0.000000000000000000e+00
3.100000000000000000e+01	3.200000000000000000e+01	7.707819999999999776e-03	0.000000000000000000e+00
3.200000000000000000e+01	3.300000000000000000e+01	7.361580000000000380e-03	0.000000000000000000e+00
3.300000000000000000e+01	3.400000000000000000e+01	7.032219999999999617e-03	0.000000000000000000e+00
