0.000000000000000000e+00	1.000000000000000000e+00	8.094680000000000365e-04	0.000000000000000000e+00
1.000000000000000000e+00	2.000000000000000000e+00	4.121579999999999688e-03	0.000000000000000000e+00
2.000000000000000000e+00	3.000000000000000000e+00	8.387860000000000454e-03	0.000000000000000000e+00
3.000000000000000000e+00	4.000000000000000000e+00	1.225930000000000075e-02	0.000000000000000000e+00
4.000000000000000000e+00	5.000000000000000000e+00	1.527249999999999962e-02	0.000000000000000000e+00
5.000000000000000000e+00	6.000000000000000000e+00	1.736820000000000030e-02	0.000000000000000000e+00
6.000000000000000000e+00	7.000000000000000000e+00	1.866200000000000150e-02	0.000000000000000000e+00
7.000000000000000000e+00	8.000000000000000000e+00	1.934160000000000046e-02	0.000000000000000000e+00
8.000000000000000000e+00	9.000000000000000000e+00	1.956569999999999837e-02	0.000000000000000000e+00
9.000000000000000000e+00	1.000000000000000000e+01	1.946099999999999913e-02	0.000000000000000000e+00
1.000000000000000000e+01	1.100000000000000000e+01	1.912789999999999976e-02	0.000000000000000000e+00
1.100000000000000000e+01	1.200000000000000000e+01	1.864180000000000004e-02	0.000000000000000000e+00
1.200000000000000000e+01	1.300000000000000000e+01	1.805309999999999901e-02	0.000000000000000000e+00
1.300000000000000000e+01	1.400000000000000000e+01	1.739960000000000118e-02	0.000000000000000000e+00
1.400000000000000000e+01	1.500000000000000000e+01	1.671129999999999838e-02	0.000000000000000000e+00
1.500000000000000000e+01	1.600000000000000000e+01	1.600690000000000099e-02	0.000000000000000000e+00
1.600000000000000000e+01	1.700000000000000000e+01	1.530169999999999968e-02	0.000000000000000000e+00
1.700000000000000000e+01	1.800000000000000000e+01	1.460469999999999997e-02	0.000000000000000000e+00
1.800000000000000000e+01	1.900000000000000000e+01	1.392350000000000011e-02	0.000000000000000000e+00
1.900000000000000000e+01	2.000000000000000000e+01	1.326220000000000003e-02	0.000000000000000000e+00
2.000000000000000000e+01	2.100000000000000000e+01	1.262470000000000085e-02	0.000000000000000000e+00
2.100000000000000000e+01	2.200000000000000000e+01	1.201220000000000065e-02	0.000000000000000000e+00
2.200000000000000000e+01	2.300000000000000000e+01	1.142630000000000035e-02	0.000000000000000000e+00
2.300000000000000000e+01	2.400000000000000000e+01	1.086649999999999942e-02	0.000000000000000000e+00
2.400000000000000000e+01	2.500000000000000000e+01	1.033419999999999998e-02	0.000000000000000000e+00
2.500000000000000000e+01	2.600000000000000000e+01	9.827080000000000190e-03	0.000000000000000000e+00
2.600000000000000000e+01	2.700000000000000000e+01	9.345390000000000294e-03	0.000000000000000000e+00
2.700000000000000000e+01	2.800000000000000000e+01	8.888659999999999617e-03	0.000000000000000000e+00
2.800000000000000000e+01	2.900000000000000000e+01	8.455249999999999225e-03	0.000000000000000000e+00
2.900000000000000000e+01	3.000000000000000000e+01	8.044509999999999508e-03	0.000000000000000000e+00
