0.000000000000000000e+00	1.000000000000000000e+00	-4.614880000000000241e-04	0.000000000000000000e+00
1.000000000000000000e+00	2.000000000000000000e+00	1.037479999999999913e-03	0.000000000000000000e+00
2.000000000000000000e+00	3.000000000000000000e+00	4.035010000000000333e-03	0.000000000000000000e+00
3.000000000000000000e+00	4.000000000000000000e+00	6.830469999999999944e-03	0.000000000000000000e+00
4.000000000000000000e+00	5.000000000000000000e+00	9.420309999999999448e-03	0.000000000000000000e+00
5.000000000000000000e+00	6.000000000000000000e+00	1.165109999999999930e-02	0.000000000000000000e+00
6.000000000000000000e+00	7.000000000000000000e+00	1.337780000000000045e-02	0.000000000000000000e+00
7.000000000000000000e+00	8.000000000000000000e+00	1.461089999999999958e-02	0.000000000000000000e+00
8.000000000000000000e+00	9.000000000000000000e+00	1.540859999999999973e-02	0.000000000000000000e+00
9.000000000000000000e+00	1.000000000000000000e+01	1.584819999999999979e-02	0.000000000000000000e+00
1.000000000000000000e+01	1.100000000000000000e+01	1.600930000000000061e-02	0.000000000000000000e+00
1.100000000000000000e+01	1.200000000000000000e+01	1.596449999999999952e-02	0.000000000000000000e+00
1.200000000000000000e+01	1.300000000000000000e+01	1.576150000000000120e-02	0.000000000000000000e+00
1.300000000000000000e+01	1.400000000000000000e+01	1.544290000000000072e-02	0.000000000000000000e+00
1.400000000000000000e+01	1.500000000000000000e+01	1.504450000000000058e-02	0.000000000000000000e+00
1.500000000000000000e+01	1.600000000000000000e+01	1.459000000000000054e-02	0.000000000000000000e+00
1.600000000000000000e+01	1.700000000000000000e+01	1.410059999999999959e-02	0.000000000000000000e+00
1.700000000000000000e+01	1.800000000000000000e+01	1.358930000000000034e-02	0.000000000000000000e+00
1.800000000000000000e+01	1.900000000000000000e+01	1.306790000000000035e-02	0.000000000000000000e+00
1.900000000000000000e+01	2.000000000000000000e+01	1.254440000000000069e-02	0.000000000000000000e+00
2.000000000000000000e+01	2.100000000000000000e+01	1.202559999999999914e-02	0.000000000000000000e+00
2.100000000000000000e+01	2.200000000000000000e+01	1.151519999999999974e-02	0.000000000000000000e+00
2.200000000000000000e+01	2.300000000000000000e+01	1.101760000000000066e-02	0.000000000000000000e+00
2.300000000000000000e+01	2.400000000000000000e+01	1.053409999999999937e-02	0.000000000000000000e+00
2.400000000000000000e+01	2.500000000000000000e+01	1.006759999999999947e-02	0.000000000000000000e+00
2.500000000000000000e+01	2.600000000000000000e+01	9.612489999999999576e-03	0.000000000000000000e+00
2.600000000000000000e+01	2.700000000000000000e+01	9.112820000000000642e-03	0.000000000000000000e+00
2.700000000000000000e+01	2.800000000000000000e+01	8.640949999999999673e-03	0.000000000000000000e+00
2.800000000000000000e+01	2.900000000000000000e+01	8.195289999999999173e-03	0.000000000000000000e+00
2.900000000000000000e+01	3.000000000000000000e+01	7.774380000000000006e-03	0.000000000000000000e+00
3.000000000000000000e+01	3.100000000000000000e+01	7.377350000000000400e-03	0.000000000000000000e+00
3.100000000000000000e+01	3.200000000000000000e+01	7.002369999999999949e-03	0.000000000000000000e+00
3.200000000000000000e+01	3.300000000000000000e+01	6.648460000000000134e-03	0.000000000000000000e+00
3.300000000000000000e+01	3.400000000000000000e+01	6.314379999999999646e-03	0.000000000000000000e+00
3.400000000000000000e+01	3.500000000000000000e+01	5.998769999999999623e-03	0.000000000000000000e+00
3.500000000000000000e+01	3.600000000000000000e+01	5.700730000000000207e-03	0.000000000000000000e+00
